Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
294.6213202067738,303.01326516451763,1307,37.86611931099174,136,0
297.2271379717978,309.4064675962717,1404,42.97576451937074,48,0
305.3565226946481,315.55982519249073,1680,46.554384109910394,217,0
303.0146847187761,317.6670689914047,1543,36.02966189704534,225,0
299.3498696925075,309.98753146124926,1582,30.721182096927528,47,0
303.09552509232424,312.90168795306573,1568,49.23782674270863,96,0
294.1954402180663,305.34486967229833,1568,42.44063609436172,287,0
300.16185050363515,309.48755802786076,1773,39.464602207190374,256,0
300.7366116524324,307.14606540572873,1513,39.1899637742478,196,0
297.6508174575064,307.1697751089642,1348,29.519040615323345,287,0
302.1772916797871,311.6647044616487,1595,41.04365601146858,263,0
296.09783272677777,302.9131978056781,1415,37.347173691420146,184,0
302.5491035388806,312.4030331592916,1483,40.262374245286445,167,0
302.7592938576565,308.6250734084377,1555,40.15146445317478,194,0
285.41420059651466,294.7188269262037,1376,23.111205923355463,240,0
305.95152851755057,316.4387205016399,1423,42.449825286274084,288,0
284.76183717323624,294.9558295275127,1571,40.94484748282632,98,0
296.91975487221936,306.0976159264457,1417,41.6163500289267,90,0
305.12674017128876,314.95567936739263,1646,39.08290136228223,39,0
298.4135663737378,306.84543749878213,1352,40.244616858242786,3,0
292.6690700876523,302.6907031264974,1351,40.86404207954859,106,0
294.53131469141664,304.6474875046002,1785,41.37131541944223,74,0
305.1345287316031,313.3340287758001,1270,42.37793100810526,269,0
290.39247734725683,300.927875748275,1495,41.413813628765126,146,0
305.64495550481007,316.167860814971,1777,49.24864413949478,209,0
299.72448950478855,309.3920696776264,1495,36.36992510589258,62,0
294.0380233477878,308.88011742036144,1702,38.125226974511556,136,0
297.08442463848655,306.80301986511796,1597,48.46478215376424,242,0
294.9138782944918,304.3554098037457,1498,39.22698701667353,70,0
304.3311260042926,313.48633978587714,1480,44.65818929224679,118,0
303.6621390488142,311.72026060266137,1200,40.67752435881267,179,0
291.40419433061976,302.7759890503066,1452,38.86094081805159,60,0
297.9820394074033,306.6095454713644,1534,44.93124111631061,177,0
295.6840716882786,304.5481753942831,1534,42.59211278697023,184,0
306.4675498422969,315.3910667232197,1869,32.32995081242579,159,0
293.2495044093679,301.2796173776709,1542,40.86746584226499,49,0
308.02114552342505,314.51897885833563,1594,35.024691628131194,221,0
299.8335263024153,308.9076465680969,1674,46.355763006265214,251,0
294.19032796809955,305.93699859352415,1581,48.76795020757061,72,0
296.6136290799536,307.0075886908841,1487,49.369860999954795,32,0
295.99190579615777,309.11305633653404,1487,41.787567627490105,153,0
293.6269079899225,305.12882059990085,1447,37.69216175822788,52,0
300.4741342986519,311.5220639192,1566,41.60879172912724,92,0
293.8604222465408,307.6257202918462,1474,35.30137731659627,197,0
289.09816895630905,298.9038777663026,1593,51.72749400221145,61,0
298.1016176457591,308.22776899276903,1348,45.971785154066595,109,0
290.9857190179106,300.9627901745903,1522,41.522631755460054,99,0
296.2391956596624,309.32676912202953,1732,44.98524597758285,214,0
295.45448555698323,305.4595161899014,1466,37.54137937569318,240,0
295.64391963987094,304.3473648917167,1776,34.46020954398773,261,0
310.00481550795075,321.1801665838765,1524,28.933733046632852,34,0
300.28205783584787,308.6495382137338,1491,40.415283806998175,230,0
301.2268550449767,312.2937980702045,1517,38.959227881250875,82,0
291.11800851828855,301.9456903865722,1453,42.596446405465784,268,0
296.7301843318154,306.3513789962024,1202,40.06536350222476,159,0
301.0765131497076,312.20813629388124,1632,42.36942630621011,276,0
294.877355435435,301.9017755748183,1828,44.05541700247719,120,0
304.5403142175899,314.8662384602399,1572,32.69909448158285,96,0
293.98651707049487,303.0609863011614,1581,44.34449855011657,248,0
298.56816932067414,314.2926964752432,1472,37.96709873321247,106,0
297.0697418001222,307.3813919394026,1673,42.58789427029527,233,0
300.8216032969096,309.6288191973427,1494,45.11113412413929,15,0
296.7975496407229,304.0409461686167,1540,45.14547120510484,203,0
298.6455318646453,311.25634425823387,1265,40.64576408163774,272,0
298.81934954111006,308.1192841020625,1420,40.89237913336906,84,0
296.3280612130435,304.74535707889265,1555,44.45956116011896,295,0
302.42546934248554,313.0980677705037,1636,32.49411919794167,6,0
301.19194187418714,312.49137953699847,1640,35.242104725264966,37,0
299.55693027373417,310.82483614015325,1263,38.603716359890406,94,0
297.8477083326902,307.8872091788089,1278,33.336029611829446,94,0
303.9827201526,314.3011004263734,1587,38.64141617980711,180,0
298.8208287809291,309.2849029322905,1387,38.36825526432375,260,0
298.46651356087034,309.1393060921281,1634,40.43553293280586,30,0
300.52345014944063,311.3732205412436,1255,39.71558285446512,224,0
308.48293341485424,320.6718389174653,1485,45.346742647037175,247,0
293.298218959894,303.4110486839457,1494,42.86502347246556,174,0
303.84928446527675,312.215677933616,1572,39.644843622811685,295,0
290.5341441938095,300.2455607876014,1345,38.333688224077335,28,0
301.0863657911431,312.59392742861314,1204,39.76220945044759,221,0
307.87541413804365,314.30235822127395,1525,39.85069478545679,125,0
302.44334262233656,308.8818382315926,1578,52.59378145442593,124,0
300.853125392699,312.68967763548363,1651,32.712363936244046,180,0
297.19775265598463,310.2379982896873,1446,35.36862478450839,239,0
300.1552360024428,307.62483593240387,1616,34.63537032652503,144,0
298.7396859229832,308.94060446464897,1572,41.34635841913465,81,0
296.0701169603432,305.2710267345092,1698,41.14836673316101,79,0
298.5506219226256,308.0289616981424,1491,37.13464103253007,286,0
300.99190580313217,311.602967820645,1240,44.480588335604715,124,0
296.1639146573468,303.5781741993253,1489,41.84828432223125,109,0
295.9685908965766,303.7541558955918,1513,44.690501573359526,169,0
293.19878281203916,302.59628046619673,1577,46.01727176455458,206,0
301.9536251304445,311.66287393465615,1270,29.34477557029689,11,0
302.7266163098353,310.474706098467,1453,43.428083370106314,5,0
301.15830222118257,312.73759757076095,1630,33.54969763801546,172,0
304.82585246364334,313.9907305174213,1484,41.247063123173156,189,0
300.43933818540364,309.59570297326997,1454,39.635519974363014,147,0
301.9600546868288,312.5253722672886,1785,39.848931243109774,88,0
301.5191871281878,311.2613705760528,1339,33.97689333158882,234,0
299.54229990290895,311.21725352872056,1684,45.15243268193383,30,0
297.34589085935175,305.4790457837504,1653,33.54752511319579,191,0
311.07076307895954,318.2759898848326,1466,43.75266805686299,130,0
297.74024510073247,307.12066997313525,1495,32.8405480566439,110,0
296.6706114443978,306.79108379026786,1494,39.910719752463066,31,0
302.1700491172505,309.6885372290555,1527,49.0219563578608,200,0
301.25927207647504,308.4837649530745,1410,51.80815274153045,55,0
292.97604226194835,303.34063782662435,1435,31.90640571015359,162,0
305.6133912728187,314.0978301381888,1446,36.477308819083376,268,0
299.52902712324584,306.624003689232,1451,37.38669346878016,222,0
294.4453445239214,306.3760271085495,1453,51.27526791760467,19,0
305.94392057176935,314.68033122591515,1200,39.65836683907727,294,0
303.12837785798075,315.42800106571144,1514,45.37332043112069,187,0
293.6772900402604,303.73423162247923,1420,41.498535670829106,249,0
308.88591420128864,319.4754319253992,1219,34.0039374849994,18,0
303.293986841831,312.8709873496373,1447,30.70098948474175,274,0
299.94901942187477,304.6386949327834,1442,36.934541252401495,215,0
307.9510940281089,315.6775210460015,1691,51.584366108850446,265,0
300.7964889191482,310.54506999971073,1419,41.288066300246655,293,0
299.85958462447985,310.58904289906525,1600,45.27186979867868,252,0
296.69849941989,303.1191513751138,1707,32.90878719153441,128,0
302.9092521965354,312.8020487808145,1405,38.37389042210294,251,0
302.3830148366199,310.13848666219184,1492,43.894219618166275,290,0
300.07340069944854,310.5426410296279,1759,34.54416520756501,272,0
296.05006823066196,306.01126665926233,1534,39.68016304333587,192,0
300.64964927083037,312.1366524756895,1556,35.60116941535991,287,0
299.65100607118933,311.7846519315644,1438,44.132171919602854,178,0
293.332628406329,304.25060820487704,1603,41.992582728969495,133,0
292.6409382433791,304.3617254213202,1494,43.416927093672335,51,0
302.82576689404885,312.1250819422012,1225,44.35537517900301,139,0
286.99055842474155,302.6367932472758,1446,38.86162598397217,285,0
301.0270526348063,308.58941444181653,1322,45.016158609586306,35,0
297.60958471123087,306.5540731554122,1516,37.05075924904469,258,0
306.54123303439957,318.34395019989336,1362,43.12860050717984,192,0
297.5326589542306,309.0381015639526,1571,30.145233599519322,39,0
303.29742107125946,314.27219910954415,1506,36.26821905355394,67,0
298.01543079381105,309.36606810979725,1312,51.57901601790813,8,0
300.5687407674307,306.40162645821863,1426,43.054939683652435,222,0
303.68418265460025,316.8627800436759,1593,43.056734432648184,107,0
297.6872214183771,307.27943950064383,1672,35.88052034283655,55,0
304.982774422492,317.47456278703373,1364,34.52894772008325,47,0
295.0315106144676,300.9644574565317,1335,38.67819917880452,151,0
301.4729642127919,311.9861012197543,1792,39.66435757686155,100,0
304.6131986139393,313.4861940556496,1498,49.57233593556771,271,0
303.30018745895165,314.4444277621143,1513,45.09469710971419,287,0
309.58222438367704,320.2163652886147,1389,40.54463935631826,60,0
296.1828034134467,306.9148990084451,1532,40.32856401968297,258,0
293.10425374325706,300.98637036679406,1757,43.79070380377901,18,0
295.0283244575244,304.91438621588713,1538,33.406020672458105,132,0
303.30221283274216,312.9418787368835,1659,30.393250449330974,173,0
302.4896146713469,313.48023475476174,1504,43.71694040443571,82,0
300.51128329823706,312.489877289104,1346,40.360063319275625,194,0
294.38521475446436,304.6861665984816,1397,33.43941802626166,173,0
303.8343364666453,311.2819918898681,1332,29.52559576085025,280,0
293.8764761117473,304.09163373088086,1532,44.46933398419718,281,0
305.7947479118845,321.01690036870303,1683,37.392224182323574,245,0
314.2871921156993,327.5792027696749,1524,42.00130341753723,237,0
301.83225573285773,305.88345660734234,1453,38.68119986863215,101,0
302.9155406782887,313.04222698567844,1381,39.828805134463494,260,0
297.5357011555222,309.39994020603285,1553,37.03874638108692,108,0
290.9489333945659,300.58427936942996,1314,39.61744987814661,228,0
296.9864031848489,306.0662213445611,1329,42.8853661819627,145,0
294.5355237945063,304.0015953643393,1635,38.62135739943888,151,0
292.7649771179249,303.8693560887942,1458,38.33588219613996,242,0
308.61179970997824,316.3148597612282,1455,43.037689457383294,42,0
301.36431259012886,313.7416898933476,1474,43.37089949398689,255,0
301.8984379030699,311.78645191967377,1608,34.31254893060991,245,0
298.4548881740188,306.58483962579567,1524,39.85545579074466,141,0
299.1356445877828,311.3843449105802,1388,37.38118595083277,195,0
304.8227534111967,311.7324916009734,1393,40.068589879790025,79,0
299.8383144065239,308.72789421252077,1470,47.16983444101475,231,0
302.65346969012364,311.5101195595533,1545,41.794836535065386,35,0
299.01997851077493,313.3078623872472,1494,50.821224544782105,220,0
298.28923554633974,306.91919400906085,1481,41.097972648675615,203,0
292.9654291719907,298.6554987309905,1506,39.16770745576386,73,0
290.11125468816437,298.9476244576061,1494,39.90158766969762,244,0
298.692190494668,309.60329118947755,1382,40.71314924874129,85,0
300.28248345996616,311.8506525531334,1666,41.61425713977124,162,0
293.56934981645605,308.1224292033416,1427,35.04016322800254,256,0
299.82762567482683,312.6414208167986,1519,38.83419904266045,17,0
300.26876281495254,310.64460800278283,1200,36.37801944882155,122,0
289.2199599697031,297.43712903455355,1467,45.148110252385,188,0
295.4243767026025,308.67243156529725,1335,30.37165687591744,53,0
302.03631946867733,311.2991923680249,1353,40.784515090604806,154,0
301.9352936469787,310.6189791745495,1863,32.4091510626877,192,0
294.2316254180012,303.39747781369306,1537,42.16119002612952,261,0
300.7922402524987,308.2876637747051,1683,38.00547547927586,89,0
305.11203612680237,314.1819959444604,1628,30.916027168674777,249,0
303.8853647949545,313.41914813499767,1647,44.711152781230005,192,0
299.5235710649303,310.98488427655457,1470,27.418064036184518,152,0
297.66011843337856,306.8839417631765,1740,39.842902572996366,177,0
296.8532775783275,304.3183590946505,1627,43.45595254765119,296,0
302.3390989145483,309.1315546040349,1506,46.883658565294596,198,0
300.97551986571443,311.39465936076067,1539,31.949216012067858,129,0
303.147020030511,313.2922717374494,1479,37.419880729527485,298,0
300.65936906560574,309.55074364317943,1507,45.418265138205214,207,0
304.0938197517372,313.1589068307531,1493,45.75620351479602,83,0
300.4729626647885,311.24993653038683,1557,46.403717604255874,183,0
303.92344358065844,316.7045360880371,1760,52.80790682088629,292,0
304.3541138518332,312.7938246835452,1319,37.45653559634725,209,0
295.97736684887593,306.1551725213068,1671,41.861909550519435,229,0
290.9592797656463,302.87582057365694,1444,38.27067749866163,198,0
307.71746428007276,316.16523569967825,1690,30.124431224970735,256,0
301.2832936535613,311.2520294244347,1449,39.549985433237,24,0
291.4275705225194,301.35157931634404,1561,30.02817755680406,240,0
296.43090251390646,303.8083120438194,1476,37.39585737822312,270,0
303.85937146184915,314.1963690513804,1240,32.659209409868694,6,0
298.6016158443355,308.6647052015444,1760,42.19428567379091,236,0
297.43969290340436,308.5498614025965,1358,36.10736857227825,151,0
307.0044093015648,314.63063635224336,1512,31.07395983071519,115,0
294.7635642680809,304.7835050386034,1342,44.328293315996795,31,0
296.0092332112258,308.77270133853744,1299,36.98124239118656,95,0
301.05693237524133,315.2119320390659,1469,37.839489437831695,202,0
301.95227466026944,314.5125331982127,1410,35.11121368206605,154,0
302.4817151717037,310.1275721604032,1324,45.745380934913904,17,0
304.55619022284475,315.458295586932,1494,41.3525950025134,91,0
300.9928931034076,310.02659995348534,1277,36.934557677565735,9,0
302.44691969469204,313.01472088095187,1518,30.42982224074313,109,0
298.7039537034246,307.15952029187076,1480,52.55317101148563,272,0
300.31349151618355,306.88654463247894,1200,49.89683708294161,227,0
300.53767090026815,309.8486364228685,1421,47.21551007251406,275,0
301.0754906790952,312.5206960723152,1570,36.48414153233088,49,0
303.8626990379138,314.4386985488614,1340,37.495263958753604,187,0
302.77572840972414,313.58162412955284,1576,42.00332699578753,90,0
300.22108501450094,310.6537856604597,1564,35.530731836512686,137,0
295.9543700752948,306.7634250249862,1347,35.05300392244801,290,0
300.3383562903135,311.3973798084869,1498,47.29279280812095,248,0
299.85991107552127,309.31054821761205,1623,39.72429819862895,209,0
300.965907899066,311.13168902190523,1368,34.40065506430743,289,0
311.03262653570204,324.51914328544143,1469,44.76333668435485,149,0
297.3811361072938,307.6651981652961,1672,37.13050840505743,16,0
302.1114450956268,312.1965720885346,1371,30.103227227984007,273,0
305.3423103362215,315.5480793506743,1568,34.325937508067334,31,0
300.4900095704969,310.05419253386447,1338,37.41753284825593,79,0
311.6892255958608,320.8185136684192,1475,41.099796964827604,271,0
298.1098035413426,308.5271605900735,1567,40.858688093023844,266,0
301.62044611160024,310.6090157076819,1200,46.138851042293744,29,0
296.0059712755351,305.7149414165807,1419,38.81483559063054,256,0
298.24237632428355,306.66134691123096,1564,37.671734636945054,214,0
301.2446695519833,311.46069316105195,1533,46.22523320241332,32,0
304.23152031153865,315.3999101998907,1421,44.89350191701326,166,0
301.5954741701179,311.17164445029607,1334,38.932711859301435,79,0
306.29557424667365,312.27881737289505,1594,41.46014790490573,156,0
299.52517344703665,310.7059165351476,1451,37.623388776318464,55,0
298.33915735080495,308.57952503632447,1581,34.18919068987395,29,0
313.51992553639695,321.53346263637,1557,50.98618067950811,195,0
301.97118824721014,313.51772873185666,1432,37.29055798306298,218,0
296.4025922701073,303.6057418686756,1660,41.47496356813012,57,0
296.52868118875966,308.6194964194086,1410,32.42326275512177,180,0
295.2866004273433,305.17186718804885,1678,43.68225807289861,147,0
304.6828467792839,310.14511662852925,1698,33.97071120988529,278,0
298.1781135355338,308.5347727100603,1657,48.38979290727323,169,0
300.6368123782824,309.82442764210055,1472,48.98705030193111,144,0
299.6824566278087,308.5687580441624,1882,42.82819527904972,2,0
303.6574620397047,312.1820105167923,1522,40.574407727036565,273,0
295.7662795355799,305.5118479538601,1536,39.06292439914241,198,0
294.6221385692849,303.65176120695065,1496,39.7622799709535,55,0
301.121486535908,307.4081060495312,1330,42.04617562236517,1,0
303.0047964234995,315.5489321968539,1694,40.4487253557471,61,0
301.6626615654882,311.17394625356457,1414,44.90852408657302,151,0
295.9527313545134,304.48886132275686,1637,35.40850937130875,284,0
303.38742421045697,311.1305768453663,1673,47.64041200538364,186,0
296.2806953645218,307.82215949942764,1590,37.88670619445555,29,0
297.3923067760681,304.79544283787504,1396,36.27060515143307,57,0
295.28023237639,305.54820698010593,1448,41.81305451715811,70,0
306.50579174326015,315.33849373951296,1200,42.13276248379867,22,0
303.16710770513674,312.1162683840121,1482,31.316649532951576,42,0
303.02496687839437,310.81784781644257,1620,37.59445106538457,27,0
306.23605710571223,314.9954182406689,1464,29.139750128912585,212,0
314.0632462411936,324.08087102420734,1411,36.62146456562228,204,0
291.4538694804492,301.9244939331472,1455,36.83678363697857,234,0
296.3081170956145,304.7369321330485,1682,41.48730492528256,54,0
296.91912457912736,306.7372557742525,1491,36.061021218846314,270,0
295.74590188808656,307.5228107500274,1778,37.244761223862035,112,0
294.6120837619814,301.28682664808326,1414,46.51943855096742,44,0
298.5017346797232,308.4891967325395,1532,50.320960646447226,47,0
293.91698142355295,302.0154135327486,1434,35.39547785907347,96,0
301.6752118376871,309.569843493454,1811,45.096283687958454,26,0
300.25849160714307,310.78051463313926,1526,41.93903646388294,95,0
302.40514332381827,311.3146403864831,1819,31.306056335836686,198,0
302.53864225819126,310.10503600572105,1436,36.04414871584206,292,0
303.0150342671334,315.6636006512734,1729,24.86083647131618,1,0
298.13295531588057,309.97313434454423,1517,41.617831422945166,174,0
310.6057170131683,316.74110510045,1625,34.61604501087798,70,0
301.1721555824105,308.22329932640633,1317,40.66963468546985,101,0
290.687576236876,301.87449037951336,1552,52.85475960859283,193,0
294.9881212711689,304.41837360509396,1339,47.96569003123744,89,0
291.29748505486094,304.2986343435709,1538,36.16496839426579,131,0
300.08667314575655,311.3193459428386,1272,34.95608890626542,95,0
299.39097387973334,309.98990492744133,1485,46.464907695556555,108,0
297.65787151050273,305.61414612685184,1664,34.97599267942557,213,0
310.05463056200256,321.0375111517315,1582,44.955613835195436,87,0
302.74491437038455,310.19338646088363,1314,53.67932752295764,164,0
303.6304918072317,316.24098087405184,1215,43.37709113900664,237,0
295.3446325602895,306.18890973832595,1574,45.920068591414285,187,0
295.00427554334493,303.35461438982975,1737,45.34014995078534,227,0
300.18402749548477,311.7933823517494,1355,37.214508363779615,141,0
300.8650356982611,315.3480854765338,1814,41.45095279937356,139,0
290.7184421644277,300.2832079648088,1499,35.21782174735701,7,0
299.0984648857523,310.1992912651349,1206,46.44964070381133,211,0
300.07036041436754,309.20670177498556,1265,34.574365218790874,206,0
298.92425417114436,309.09495860638106,1615,43.50494246640773,153,0
295.9330479382666,302.91857881820374,1519,45.65859008428773,217,0
297.3023240903943,307.3012650633826,1722,37.54178811795745,197,0
299.115704032136,309.20285869179725,1320,36.39502214670581,54,0
300.45400011805026,314.05199567173975,1517,39.15153528154287,67,0
303.02395791275285,309.43395168734617,1501,35.5378420588796,194,0
305.40428102475437,314.84251410653883,1478,40.78198797264329,29,0
298.5282613823637,311.1044958180258,1442,35.415149287817044,263,0
297.71921901942324,307.2356760278257,1445,35.77722014666944,104,0
302.18827836767156,311.84559530170156,1526,42.73451448829179,180,0
303.05422458205425,311.3877065322899,1545,43.08779084768201,156,0
297.82899783370556,305.96378707318,1537,38.53242836171317,200,0
303.9519673848309,310.30025985316456,1680,31.767881159417712,106,0
304.89792670577987,313.63949621049153,1319,45.854303117169934,210,0
306.4584323282934,314.4797222180691,1228,37.75799316958699,51,0
308.8916045335991,319.1276822009132,1652,50.31157509372979,97,0
295.6679193067028,304.09258290185534,1358,39.33801564104387,11,0
300.06949104666256,309.11030907656556,1443,40.678886936977364,46,0
300.0563884830933,309.151977696978,1408,37.84124284672736,16,0
299.5096321573375,309.4133017927567,1404,41.21704584542079,141,0
296.7536854019493,305.69664088913964,1281,57.38283677526553,21,0
292.5721899838446,300.44861780397036,1414,38.25515504431954,69,0
300.463397230145,310.6349301180407,1597,46.38164258996846,145,0
296.15822170226045,308.29318813478966,1499,40.453168587952746,206,0
300.42996740373815,310.6868997953197,1575,45.86896655726345,7,0
296.02978229150574,304.8101414150285,1425,30.340565789925407,214,0
294.5017082707783,304.25541546059105,1635,49.72444036427475,155,0
301.1714918018845,307.0702262611714,1423,41.70512723094656,2,0
300.7546076340325,310.47580213495473,1200,38.66122380933647,29,0
302.8964098566047,312.09570111842373,1547,44.516549493472816,286,0
310.92931883208814,319.06239811607514,1615,40.7195505138155,134,0
301.38644765605426,309.88225095139035,1416,34.260618452770416,277,0
302.42540883532064,311.60493983224137,1679,27.88360112186117,154,0
294.61219335566335,306.5971099076763,1372,49.130293617870024,39,0
293.5654627973181,305.7495836308783,1600,38.885751877613544,218,0
307.9141472338667,316.0578969107511,1761,36.93535352315712,143,0
295.3826011003335,304.3464463538467,1505,37.32391673333781,113,0
294.7802796426568,303.79509972807966,1466,47.322347693794555,62,0
299.8045053939172,311.4235964250175,1484,37.54944276675584,133,0
299.5490379331131,309.8400510383763,1744,43.221828041712996,289,0
295.4874674677835,305.6730471930656,1560,38.32684941982711,65,0
298.4751339064345,309.5476591332769,1821,33.72595341428458,169,0
306.1468785882505,314.9540517714286,1541,44.5064244989633,9,0
295.970031955841,308.69780510454916,1401,45.51502274748855,210,0
293.0316375781691,303.0281482633287,1412,36.6034064277847,267,0
304.71296810449894,313.0011432121151,1509,39.811214667601185,293,0
302.4614845596902,312.0022040720945,1200,40.4850439349308,243,0
296.8974068967567,309.36126354517245,1428,42.22562387822515,201,0
292.08916491936543,301.2388806473979,1432,49.85645286170267,174,0
296.2768832178072,308.1759988158969,1535,38.3806485238267,261,0
299.72647781575364,308.4757862302106,1791,38.34977854847392,2,0
305.8283604494191,314.2970330558645,1508,39.12342447617769,72,0
294.8170901256517,306.1362849468403,1211,35.28892648397111,13,0
299.57740059244264,307.82945547115116,1362,31.389191646733256,68,0
303.3757232994745,315.0208037997979,1539,40.66881551886349,66,0
288.0936632993904,298.7969152974371,1513,42.63638422707882,132,0
305.1689308396945,313.42174297075934,1743,40.01226228884199,207,0
294.0877471389678,303.94486165097913,1644,39.68646784908129,264,0
301.65997746728465,310.56242888616555,1639,35.50635007137836,179,0
301.23341574805374,311.9313688613919,1467,41.26201220955166,11,0
305.42293195731924,319.19852844723005,1664,40.84929593959121,29,0
302.7546219044677,312.0132126986928,1365,42.3744591937679,132,0
288.1135475413501,299.1811000890671,1645,41.618379991296415,183,0
296.07610376422,306.12498504755507,1457,41.9690816496886,247,0
300.6910256467664,310.73914105289276,1282,46.59390662580079,112,0
299.02510056940105,308.694690327938,1588,42.8609851786172,53,0
302.38805364878385,310.67321875608076,1709,42.403048709698595,42,0
303.94683277834855,314.61711267691345,1439,31.287443000552102,184,0
303.0422586821484,312.4647751823096,1734,45.26748438280749,299,0
298.92862528722765,307.1190251197502,1251,38.51072452288668,20,0
290.7683149443976,302.79666146889423,1320,40.39605530257046,2,0
297.72259375572594,307.9206130011306,1477,33.63549234580544,3,0
302.08184074069476,311.6256428260083,1444,50.44936762624408,163,0
294.54776373724764,307.2278769667402,1399,27.628921441522706,95,0
303.15637365060786,309.48421057954187,1520,47.440562252643865,247,0
304.54196648633655,317.0876080937947,1420,42.12580283289166,241,0
300.6343348814792,308.87395898320676,1446,30.473531041349386,150,0
284.68110066843803,295.10416574726906,1541,50.18198688873702,12,0
293.609558186441,302.43343067819956,1399,42.568827432655446,171,0
309.4309457927804,317.58494371187555,1484,28.208417653286386,109,0
297.2673110348581,309.89508408679495,1403,37.887716777925846,250,0
290.079283884355,303.79171701914555,1319,42.672573786008385,218,0
306.17623694155134,315.73378564024915,1614,48.56618923923484,287,0
300.0667779577184,310.73772736210697,1756,37.953759260503936,110,0
305.5247024447886,315.6386849481136,1659,26.765445919681856,96,0
301.3847933760968,314.84580705080253,1549,47.29510309089284,143,0
302.29279568106085,308.0664947861538,1403,42.491010793497864,247,0
301.81504623857256,312.569293121113,1456,28.83723036665117,150,0
303.487441559605,312.0331889313171,1658,41.71348072333737,100,0
311.3871522427805,316.6752241998381,1200,42.242832376008906,272,0
304.85503167979596,314.1339714849375,1445,38.376418432986064,117,0
292.0983034107723,305.7944009925934,1610,35.86358619899495,262,0
302.2333075763945,310.9212091955937,1329,36.95134336834913,191,0
305.70740384051606,317.2889348536453,1563,38.3732310150487,19,0
306.0135040326807,318.41084842680743,1556,41.773602080180375,147,0
297.8669750847045,307.84158147946545,1281,43.941799641152826,207,0
305.82472222594066,316.06563346276323,1513,29.260842589564977,274,0
304.63871199775605,311.2061161846738,1407,41.27985909411077,162,0
312.8625871848486,321.4302594585033,1562,42.43973240195172,4,0
296.24999131875745,308.06400656741744,1600,40.845706903651624,106,0
297.4629971179979,307.58435531207203,1559,37.975721401761966,290,0
298.4694047577002,309.20408764058755,1510,47.0990519510525,147,0
297.5488892498061,307.8152044091722,1543,46.722012978958716,115,0
295.54989625118196,309.9339041397748,1323,38.16893699864332,263,0
286.18662247163127,295.32558280925406,1495,39.584610056174355,125,0
297.8265026313843,311.0373227173569,1380,43.859201221461404,231,0
301.8467902984995,312.113796742913,1654,46.413139973746645,6,0
297.53389077247044,310.922288721632,1602,35.92238245052487,170,0
309.67690591764557,317.2269497391293,1602,34.76900450335713,7,0
300.06687906357934,310.43618347884103,1757,41.37080933878098,52,0
306.4551452759207,315.66777170807376,1450,34.38210343253108,163,0
301.30710206364984,311.5860467353499,1417,30.275012533086507,185,0
304.1320365494663,316.57678907479857,1446,35.898120299142306,35,0
301.3962077696678,312.1538269803837,1259,42.08581808562124,149,0
306.84392315951783,319.2846885395717,1271,47.768051516472475,121,0
300.279696750662,308.93925456411415,1593,36.456176684267184,134,0
302.48060354044395,310.8349346253965,1290,39.37866777690912,243,0
301.8316646682502,311.8638748145247,1338,40.77772527133869,283,0
298.55857270936343,308.48126835258125,1484,36.75700314132405,22,0
302.0249115946234,311.653192856975,1438,36.364180696643245,297,0
311.17193123098843,319.25466777964704,1632,41.67492475328078,15,0
298.6480152895228,311.0453184692266,1509,34.01284194783315,285,0
302.09732446426625,311.37165006299927,1380,36.16293129053142,184,0
306.2888947543472,319.1410509987726,1645,38.987060601286004,221,0
305.7012664047214,315.7267531351295,1609,41.6123058103815,72,0
300.05858208859684,311.35543995022493,1288,32.42376711066922,179,0
288.0830564852132,299.1984757711406,1537,39.345915727635806,177,0
302.58351409324234,310.9349646125406,1392,33.54572133689799,95,0
288.90262870688474,299.6370345499897,1388,36.57899601265028,150,0
307.34968615470615,321.2063520436404,1780,43.94313330596752,284,0
300.8473693559663,311.350593862167,1518,39.630772412070854,32,0
304.99837009935993,316.8009235784793,1467,48.3453503858514,136,0
295.4894443090947,306.8759879982791,1512,39.63901238794026,101,0
292.2374626334997,302.85156195022967,1631,44.840064113861644,60,0
301.30377192070586,311.67672935615536,1394,43.973873542213475,143,0
299.8319828002193,310.9266139184619,1420,39.933898609092324,33,0
297.5422958692142,309.0688609621654,1598,33.42173672727376,36,0
300.42330640366384,307.7189782895617,1272,39.47436890664302,250,0
313.8371794601613,324.3317852383542,1648,37.33614658518965,95,0
304.1726277368453,313.8044719753507,1259,37.14290526756616,98,0
305.2474930293166,314.4644393420132,1463,40.779104951569614,198,0
304.2196844577668,316.8116132158239,1260,32.752145314628194,229,0
307.397310719261,315.93101822313326,1341,35.63077992937676,259,0
299.0496416354963,306.2601035148763,1694,34.9396773284701,188,0
289.72619346162355,301.3176259123953,1656,38.728877136162865,79,0
299.0570693349699,306.21628162186215,1672,36.15919340929243,85,0
304.0586785499825,310.2027923940654,1282,36.487856156683954,212,0
295.1509980244246,306.96753340440455,1342,40.677317071140834,255,0
299.11817024755334,309.4356147486783,1550,37.77157563831726,275,0
296.5411512849884,307.48659053972597,1607,40.02403143440969,253,0
307.5101462592157,316.6252911096564,1380,34.42150942365435,188,0
303.7472850770328,310.9784728138148,1413,35.85788856967628,51,0
